Kanji,Meanings,On Yomi,Kun Yomi,Pronunciations,Level
神,"[""신"", ""정신""]","[""シン、ジン""]","[""かみ、かん、こう""]","[""귀신 신""]",N3
番,"[""차례""]","[""バン""]",[],"[""차례 번""]",N3
害,"[""해치다"", ""해로운""]","[""ガイ""]",[],"[""해할 해""]",N3
配,"[""부부"", ""짝짓다"", ""예속하다"", ""나누다"", ""배부하다""]","[""ハイ""]","[""くば(る)""]","[""나눌/짝 배""]",N3
副,"[""버금"", ""둘째""]","[""フク""]",[],"[""버금 부""]",N3
算,"[""계산하다""]","[""サン""]",[],"[""셈 산""]",N3
育,"[""기르다"", ""양육하다""]","[""イク""]","[""そだ(つ)、そだ(てる)、はぐく(む)""]","[""기를 육""]",N3
席,"[""좌석""]","[""セキ""]",[],"[""자리 석""]",N3
残,"[""잔혹하다"", ""남기다""]","[""ザン""]","[""のこ(る)、のこ(す)""]","[""잔인할/남을 잔""]",N3
想,"[""생각"", ""상상"", ""구상""]","[""ソウ、ソ""]",[],"[""생각 상""]",N3
線,"[""선""]","[""セン""]",[],"[""줄 선""]",N3
農,"[""농사"", ""농업""]","[""ノウ""]",[],"[""농사 농""]",N3
州,"[""주"", ""지방"", ""행정 구획""]","[""シュウ""]","[""す""]","[""고을 주""]",N3
念,"[""생각"", ""사념""]","[""ネン""]",[],"[""생각 념""]",N3
象,"[""코끼리"", ""형상"", ""심상""]","[""ショウ、ゾウ""]",[],"[""코끼리 상""]",N3
助,"[""돕다""]","[""ジョ""]","[""たす(ける)、たす(かる)、すけ""]","[""도울 조""]",N3
労,"[""노동""]","[""ロウ""]",[],"[""일할 로""]",N3
例,"[""관례"", ""예시""]","[""レイ""]","[""たと(える)""]","[""법식 례""]",N3
然,"[""그와 같이"", ""그대로""]","[""ゼン、ネン""]",[],"[""그럴 연""]",N3
追,"[""쫓다""]","[""ツイ""]","[""お(う)""]","[""쫓을 추""]",N3
商,"[""장사하다""]","[""ショウ""]","[""あきな(う)""]","[""장사 상""]",N3
葉,"[""잎"", ""나뭇잎""]","[""ヨウ""]","[""は""]","[""잎 엽""]",N3
伝,"[""전하다"", ""알리다"", ""전설""]","[""デン""]","[""つた(わる)、つた(える)、つた(う)""]","[""전할 전""]",N3
形,"[""모양"", ""형태""]","[""ケイ、ギョウ""]","[""かた、かたち""]","[""모양 형""]",N3
景,"[""경치""]","[""ケイ""]",[],"[""볕 경""]",N3
落,"[""떨어지다""]","[""ラク""]","[""お(ちる)、お(とす)""]","[""떨어질 락""]",N3
賞,"[""상""]","[""ショウ""]",[],"[""상줄 상""]",N3
辺,"[""가장자리"", ""부근"", ""근처""]","[""ヘン""]","[""あた(り)、べ""]","[""가 변""]",N3
負,"[""패배하다"", ""부담하다""]","[""フ""]","[""ま(ける)、ま(かす)、お(う)""]","[""질 부""]",N3
失,"[""잃다""]","[""シツ""]","[""うしな(う)""]","[""잃을 실""]",N3
差,"[""차이""]","[""サ""]","[""さ(す)""]","[""다를 차""]",N3
課,"[""과정"", ""부서"", ""할당하다""]","[""カ""]",[],"[""과정/공부할 과""]",N3
末,"[""끝"", ""끝부분""]","[""マツ、バツ""]","[""すえ""]","[""끝 말""]",N3
守,"[""지키다""]","[""シュ、ス""]","[""まも(る)、もり""]","[""지킬 수""]",N3
極,"[""극한"", ""극도"", ""한계""]","[""キョク、ゴク""]","[""きわ(める)、きわ(まる)、きわ(み)""]","[""다할 극""]",N3
種,"[""씨"", ""종자"", ""종류""]","[""シュ""]","[""たね""]","[""씨 종""]",N3
美,"[""아름답다"", ""미""]","[""ビ""]","[""うつく(しい)""]","[""아름다울 미""]",N3
命,"[""목숨"", ""명령""]","[""メイ、ミョウ""]","[""いのち""]","[""목숨 명""]",N3
福,"[""행운"", ""축복""]","[""フク""]",[],"[""복 복""]",N3
量,"[""양"", ""무게를 재다""]","[""リョウ""]","[""はか(る)""]","[""헤아릴 량""]",N3
望,"[""바라다""]","[""ボウ、モウ""]","[""のぞ(む)""]","[""바랄 망""]",N3
観,"[""관찰하다"", ""보다""]","[""カン""]",[],"[""볼 관""]",N3
察,"[""살피다"", ""고찰""]","[""サツ""]",[],"[""살필 찰""]",N3
整,"[""정리하다"", ""정비하다""]","[""セイ""]","[""ととの(える)、ととの(う)""]","[""가지런할 정""]",N3
横,"[""가로"", ""수평"", ""방자하다""]","[""オウ""]","[""よこ""]","[""가로 횡""]",N3
型,"[""모형"", ""본"", ""모범""]","[""ケイ""]","[""かた""]","[""모형 형""]",N3
深,"[""깊다""]","[""シン""]","[""ふか(い)、ふか(まる)、ふか(める)""]","[""깊을 심""]",N3
申,"[""진술하다"", ""말씀드리다""]","[""シン""]","[""もう(す)""]","[""납 신""]",N3
様,"[""모양"", ""모습"", ""형태"", ""양식"", ""~님(존댓말)""]","[""ヨウ""]","[""さま""]","[""모양 양""]",N3
港,"[""항구""]","[""コウ""]","[""みなと""]","[""항구 항""]",N3
達,"[""통달하다"", ""달성하다"", ""도달하다""]","[""タツ""]",[],"[""통달할 달""]",N3
良,"[""좋다""]","[""リョウ""]","[""よ(い)""]","[""어질 량""]",N3
谷,"[""계곡"", ""골짜기""]","[""コク""]","[""たに""]","[""골 곡""]",N3
候,"[""기다리다"", ""기후"", ""징후""]","[""コウ""]","[""そうろう""]","[""기후 후""]",N3
史,"[""역사""]","[""シ""]",[],"[""역사 사""]",N3
階,"[""계단"", ""층"", ""등급""]","[""カイ""]",[],"[""섬돌 계""]",N3
満,"[""가득하다""]","[""マン""]","[""み(ちる)、み(たす)""]","[""찰 만""]",N3
敗,"[""패하다""]","[""ハイ""]","[""やぶ(れる)""]","[""패할 패""]",N3
管,"[""대롱/관"", ""관리하다"", ""관할하다""]","[""カン""]","[""くだ""]","[""대롱 관""]",N3
兵,"[""병사""]","[""ヘイ、ヒョウ""]",[],"[""병사 병""]",N3
器,"[""그릇"", ""도구"", ""생명체의 기관""]","[""キ""]","[""うつわ""]","[""그릇 기""]",N3
路,"[""길"", ""경로""]","[""ロ""]","[""じ""]","[""길 로""]",N3
科,"[""과목"", ""종류""]","[""カ""]",[],"[""과목 과""]",N3
細,"[""가늘다"", ""세밀한"", ""자세한""]","[""サイ""]","[""ほそ(い)、ほそ(る)、こま(か)、こま(かい)""]","[""가늘 세""]",N3
積,"[""쌓이다""]","[""セキ""]","[""つ(む)、つ(もる)""]","[""쌓일 적""]",N3
丸,"[""둥글다""]","[""ガン""]","[""まる、まる(い)、まる(める)""]","[""둥글 환""]",N3
他,"[""다른"", ""남""]","[""タ""]","[""ほか""]","[""다를 타""]",N3
録,"[""기록하다"", ""기록""]","[""ロク""]",[],"[""기록할 록""]",N3
省,"[""살피다"", ""반성하다"", ""덜다"", ""생략하다"", ""관청""]","[""セイ、ショウ""]","[""かえり(みる)、はぶ(く)""]","[""살필 성/덜 생""]",N3
橋,"[""다리""]","[""キョウ""]","[""はし""]","[""다리 교""]",N3
岸,"[""물가"", ""벼랑""]","[""ガン""]","[""きし""]","[""언덕 안""]",N3
客,"[""손님""]","[""キャク、カク""]",[],"[""손 객""]",N3
周,"[""둘레"", ""주기"", ""돌다""]","[""シュウ""]","[""まわ(り)""]","[""두루 주""]",N3
材,"[""재목"", ""재료""]","[""ザイ""]",[],"[""재목 재""]",N3
登,"[""오르다"", ""올라가다""]","[""トウ、ト""]","[""のぼ(る)""]","[""오를 등""]",N3
健,"[""건강하다""]","[""ケン""]","[""すこ(やか)""]","[""굳셀 건""]",N3
戸,"[""집"", ""문"", ""출입구""]","[""コ""]","[""と""]","[""집 호""]",N3
速,"[""(속도가)빠르다""]","[""ソク""]","[""はや(い)、はや(める)、はや(まる)、すみ(やか)""]","[""빠를 속""]",N3
飛,"[""날다""]","[""ヒ""]","[""と(ぶ)、と(ばす)""]","[""날 비""]",N3
殺,"[""죽이다"", ""덜다""]","[""サツ、サイ、セツ""]","[""ころ(す)""]","[""죽일 살/덜 쇄""]",N3
央,"[""중앙""]","[""オウ""]",[],"[""가운데 앙""]",N3
号,"[""부르짖다"", ""호령"", ""신호""]","[""ゴウ""]",[],"[""부르짖을 호""]",N3
単,"[""단독"", ""홀로"", ""하나""]","[""タン""]",[],"[""홑 단""]",N3
竹,"[""대나무""]","[""チク""]","[""たけ""]","[""대나무 죽""]",N3
完,"[""완전하다""]","[""カン""]",[],"[""완전할 완""]",N3
競,"[""겨루다"", ""경쟁하다"", ""다투다""]","[""キョウ、ケイ""]","[""きそ(う)、せ(る)""]","[""다툴 경""]",N3
給,"[""지급하다"", ""공급하다""]","[""キュウ""]",[],"[""줄 급""]",N3
根,"[""뿌리"", ""근본""]","[""コン""]","[""ね""]","[""뿌리 근""]",N3
苦,"[""쓰다"", ""괴롭다""]","[""ク""]","[""くる(しい)、くる(しむ)、くる(しめる)、にが(い)、にが(る)""]","[""쓸 고""]",N3
園,"[""동산"", ""정원"", ""공원""]","[""エン""]","[""その""]","[""동산 원""]",N3
具,"[""도구""]","[""グ""]",[],"[""갖출 구""]",N3
歴,"[""지나가다"", ""경과하다""]","[""レキ""]",[],"[""지낼 력""]",N3
辞,"[""말"", ""단어"", ""그만두다""]","[""ジ""]","[""や(める)""]","[""말씀 사""]",N3
馬,"[""말""]","[""バ""]","[""うま、ま""]","[""말 마""]",N3
愛,"[""사랑""]","[""アイ""]",[],"[""사랑 애""]",N3
未,"[""아직"", ""미숙한"", ""미-(접두어)""]","[""ミ""]",[],"[""아닐 미""]",N3
航,"[""항해""]","[""コウ""]",[],"[""배 항""]",N3
冷,"[""차다"", ""차갑다""]","[""レイ""]","[""つめ(たい)、ひ(える)、ひ(や)、ひ(やす)、ひ(やかす)、さ(める)、さ(ます)""]","[""찰 냉""]",N3
鉄,"[""철""]","[""テツ""]",[],"[""쇠 철""]",N3
類,"[""종류"", ""부류""]","[""ルイ""]","[""たぐ(い)""]","[""무리 류""]",N3
児,"[""아이"", ""아동""]","[""ジ、ニ""]",[],"[""아이 아""]",N3
印,"[""도장""]","[""イン""]","[""しるし""]","[""도장 인""]",N3
王,"[""왕""]","[""オウ""]",[],"[""임금 왕""]",N3
返,"[""돌아오다"", ""반사하다"", ""갚다""]","[""ヘン""]","[""かえ(す)、かえ(る)""]","[""돌이킬 반""]",N3
標,"[""표시"", ""표지""]","[""ヒョウ""]",[],"[""표할 표""]",N3
油,"[""기름""]","[""ユ""]","[""あぶら""]","[""기름 유""]",N3
輪,"[""바퀴""]","[""リン""]",[],"[""바퀴 륜""]",N3
植,"[""심다""]","[""ショク""]","[""う(える)、う(わる)""]","[""심을 식""]",N3
熱,"[""열기"", ""뜨겁다""]","[""ネツ""]","[""あつ(い)""]","[""더울 열""]",N3
宿,"[""여관"", ""머무르다""]","[""シュク""]","[""やど、やど(る)、やど(す)""]","[""잘 숙""]",N3
清,"[""맑다"", ""깨끗하다""]","[""セイ、ショウ""]","[""きよ(い)、きよ(まる)、きよ(める)""]","[""맑을 청""]",N3
覚,"[""깨닫다"", ""눈뜨다"", ""기억하다""]","[""カク""]","[""おぼ(える)、さ(ます)、さ(める)""]","[""깨달을 각""]",N3
船,"[""선박""]","[""セン""]","[""ふね、ふな""]","[""배 선""]",N3
倍,"[""2배""]","[""バイ""]",[],"[""곱 배""]",N3
億,"[""1억""]","[""オク""]",[],"[""억 억""]",N3
芸,"[""재주"", ""예술""]","[""ゲイ""]",[],"[""재주 예""]",N3
停,"[""정지"", ""멈추다""]","[""テイ""]",[],"[""머무를 정""]",N3
陸,"[""육지""]","[""リク""]",[],"[""뭍 육""]",N3
玉,"[""구슬"", ""보석""]","[""ギョク""]","[""たま""]","[""구슬 옥""]",N3
波,"[""물결"", ""파동""]",[],"[""なみ""]","[""물결 파""]",N3
帯,"[""허리띠"", ""휴대하다"", ""지역""]","[""タイ""]","[""お(びる)、おび""]","[""띠 대""]",N3
羽,"[""깃털"", ""날개""]","[""ウ""]","[""は、はね""]","[""깃 우""]",N3
努,"[""힘쓰다"", ""노력하다""]","[""ド""]","[""つと(める)""]","[""힘쓸 노""]",N3
固,"[""단단하다"", ""딱딱하다""]","[""コ""]","[""かた(める)、かた(まる)、かた(い)""]","[""굳을 고""]",N3
散,"[""흩어지다""]","[""サン""]","[""ち(る)、ち(らす)、ち(らかる)、ち(らかす)""]","[""흩을 산""]",N3
司,"[""주관하다"", ""관리하다"", ""다스리다""]","[""シ""]",[],"[""맡을 사""]",N3
康,"[""무사"", ""편안"", ""튼튼""]","[""コウ""]",[],"[""편안할 강""]",N3
静,"[""고요하다"", ""조용하다""]","[""セイ、ジョウ""]","[""しず、しず(か)、しず(まる)、しず(める)""]","[""고요할 정""]",N3
喜,"[""기쁨"", ""기뻐하다""]","[""キ""]","[""よろこ(ぶ)""]","[""기쁠 희""]",N3
囲,"[""두르다"", ""에워싸다""]","[""イ""]","[""かこ(む)、かこ(う)""]","[""둘레 위""]",N3
卒,"[""마치다"", ""졸업"", ""졸병""]","[""ソツ""]",[],"[""마칠 졸""]",N3
順,"[""온순한"", ""순종적인"", ""차례""]","[""ジュン""]",[],"[""순할 순""]",N3
級,"[""등급"", ""단계""]","[""キュウ""]",[],"[""등급 급""]",N3
幸,"[""다행"", ""행복""]","[""コウ""]","[""さいわ(い)、さち、しあわ(せ)""]","[""다행 행""]",N3
岩,"[""바위"", ""암석""]","[""ガン""]","[""いわ""]","[""바위 암""]",N3
練,"[""연마하다"", ""능숙하다""]","[""レン""]","[""ね(る)""]","[""익힐 련""]",N3
等,"[""같다"", ""동등하다"", ""등등""]","[""トウ""]","[""ひと(しい)""]","[""무리 등""]",N3
救,"[""구해주다""]","[""キュウ""]","[""すく(う)""]","[""구원할 구""]",N3
老,"[""늙다""]","[""ロウ""]","[""お(いる)、ふ(ける)""]","[""늙을 노""]",N3
令,"[""명령하다""]","[""レイ""]",[],"[""하여금 령""]",N3
角,"[""뿔"", ""귀퉁이"", ""구석""]","[""カク""]","[""かど、つの""]","[""뿔 각""]",N3
曲,"[""구부러지다"", ""곡조""]","[""キョク""]","[""ま(がる)、ま(げる)""]","[""굽을 곡""]",N3
庭,"[""마당"", ""뜰"", ""정원""]","[""テイ""]","[""にわ""]","[""뜰 정""]",N3
徒,"[""길"", ""무리"", ""제자""]","[""ト""]",[],"[""무리 도""]",N3
貨,"[""화폐"", ""재화""]",[],[],"[""재물 화""]",N3
血,"[""피""]","[""ケツ""]","[""ち""]","[""피 혈""]",N3
温,"[""따뜻하다""]","[""オン""]","[""あたた(か)、あたた(かい)、あたた(まる)、あたた(める)""]","[""따뜻할 온""]",N3
季,"[""계절""]","[""キ""]",[],"[""계절 계""]",N3
星,"[""별""]","[""セイ、ショウ""]","[""ほし""]","[""별 성""]",N3
庫,"[""창고""]","[""コ、ク""]",[],"[""곳집 고""]",N3
欠,"[""부족한"", ""결함"", ""이지러진""]","[""ケツ""]","[""か(ける)、か(く)""]","[""이지러질 결""]",N3
坂,"[""언덕"", ""비탈""]","[""ハン""]","[""さか""]","[""언덕 판""]",N3
底,"[""바닥"", ""밑바닥""]","[""テイ""]","[""そこ""]","[""밑 저""]",N3
寺,"[""절"", ""사찰""]","[""ジ""]","[""てら""]","[""절 사""]",N3
息,"[""숨쉬다"", ""휴식""]","[""ソク""]","[""いき""]","[""쉴 식""]",N3
願,"[""원하다"", ""바라다"", ""소원""]","[""ガン""]","[""ねが(う)""]","[""원할 원""]",N3
絵,"[""그림""]","[""カイ、エ""]",[],"[""그림 회""]",N3
希,"[""바라다"", ""드물다""]","[""キ""]",[],"[""바랄 희""]",N3
笑,"[""웃다""]","[""ショウ""]","[""わら(う)、え(む)""]","[""웃음 소""]",N3
束,"[""묶다"", ""묶음""]","[""ソク""]","[""たば""]","[""묶을 속""]",N3
仲,"[""사람과 사람 사이의 관계""]","[""チュウ""]","[""なか""]","[""버금 중""]",N3
栄,"[""번영"", ""영광""]","[""エイ""]","[""さか(える)、は(え)、は(える)""]","[""영화 영""]",N3
札,"[""패"", ""문서"", ""편지"", ""명찰 등""]","[""サツ""]","[""ふだ""]","[""편지 찰""]",N3
板,"[""판자"", ""널빤지""]","[""ハン、バン""]","[""いた""]","[""널빤지 판""]",N3
列,"[""나열하다""]","[""レツ""]",[],"[""벌일 열""]",N3
節,"[""마디"", ""관절""]","[""セツ、セチ""]","[""ふし""]","[""마디 절""]",N3
遊,"[""놀다""]","[""ユウ、ユ""]","[""あそ(ぶ)""]","[""놀 유""]",N3
君,"[""군주"", ""임금"", ""당신""]","[""クン""]","[""きみ""]","[""임금 군""]",N3
包,"[""감싸다""]","[""ホウ""]","[""つつ(む)""]","[""쌀 포""]",N3
折,"[""꺾다"", ""꺾이다"", ""나누다""]","[""セツ""]","[""お(る)、お(れる)、おり""]","[""꺾을 절""]",N3
草,"[""풀""]","[""ソウ""]","[""くさ""]","[""풀 초""]",N3
焼,"[""불사르다"", ""태우다"", ""굽다""]","[""ショウ""]","[""や(く)、や(ける)""]","[""불사를 소""]",N3
章,"[""글"", ""문장"", ""무늬""]","[""ショウ""]",[],"[""글 장""]",N3
照,"[""(빛을) 비추다"", ""쬐다""]","[""ショウ""]","[""て(る)、て(らす)、て(れる)""]","[""비칠 조""]",N3
酒,"[""술""]","[""シュ""]","[""さけ、さか""]","[""술 주""]",N3
悲,"[""슬프다""]","[""ヒ""]","[""かな(しい)、かな(しむ)""]","[""슬플 비""]",N3
秒,"[""1초""]","[""ビョウ""]",[],"[""분초 초""]",N3
晴,"[""날이 개다"", ""맑은 날씨""]","[""セイ""]","[""は(れる)、は(らす)""]","[""갤 청""]",N3
陽,"[""볕"", ""햇빛"", ""양기""]","[""ヨウ""]",[],"[""볕 양""]",N3
皮,"[""가죽"", ""모피"", ""표면""]","[""ヒ""]","[""かわ""]","[""가죽 피""]",N3
漁,"[""낚시""]","[""ギョ、リョウ""]",[],"[""고기잡을 어""]",N3
貯,"[""저축하다"", ""쌓다""]","[""チョ""]",[],"[""쌓을 저""]",N3
歯,"[""이"", ""치아""]","[""シ""]","[""は""]","[""이 치""]",N3
柱,"[""기둥""]","[""チュウ""]","[""はしら""]","[""기둥 주""]",N3
祭,"[""제사"", ""의식"", ""축제""]","[""サイ""]","[""まつ(る)、まつ(り)""]","[""제사 제""]",N3
雪,"[""눈""]","[""セツ""]","[""ゆき""]","[""눈 설""]",N3
筆,"[""붓"", ""필기""]","[""ヒツ""]","[""ふで""]","[""붓 필""]",N3
訓,"[""가르치다"", ""훈계""]","[""クン""]",[],"[""가르칠 훈""]",N3
浴,"[""목욕하다""]","[""ヨク""]","[""あ(びる)、あ(びせる)""]","[""목욕할 욕""]",N3
童,"[""아이"", ""어린이""]","[""ドウ""]","[""わらべ""]","[""아이 동""]",N3
塩,"[""소금""]",[],"[""しお""]","[""소금 염""]",N3
兆,"[""징조"", ""전조"", ""1조(수의 단위)""]","[""チョウ""]","[""きざ(す)、きざ(し)""]","[""조 조""]",N3
畑,"[""밭""]",[],"[""はた、はたけ""]","[""화전 전""]",N3
毛,"[""털""]","[""モウ""]","[""け""]","[""터럭 모""]",N3
緑,"[""녹색""]","[""リョク、ロク""]","[""みどり""]","[""초록빛 록""]",N3
祝,"[""기원하다"", ""축하하다""]","[""シュク、シュウ""]","[""いわ(う)""]","[""빌 축""]",N3
礼,"[""예의"", ""예절""]","[""レイ、ライ""]",[],"[""예절 예""]",N3
昔,"[""옛날""]","[""セキ、シャク""]","[""むかし""]","[""옛 석""]",N3
衣,"[""옷""]","[""イ""]","[""ころも""]","[""옷 의""]",N3
泳,"[""수영하다""]","[""エイ""]","[""およ(ぐ)""]","[""헤엄칠 영""]",N3
荷,"[""짐"", ""짊어지다""]","[""カ""]","[""に""]","[""멜 하""]",N3
黄,"[""노랑""]","[""コウ、オウ""]","[""き、こ""]","[""누를 황""]",N3
臣,"[""신하""]","[""シン、ジン""]",[],"[""신하 신""]",N3
浅,"[""얕다""]","[""セン""]","[""あさ(い)""]","[""얕을 천""]",N3
雲,"[""구름""]","[""ウン""]","[""くも""]","[""구름 운""]",N3
鳴,"[""(동물의) 울음소리"", ""울리다""]","[""メイ""]","[""な(く)、な(る)、な(らす)""]","[""울 명""]",N3
炭,"[""숯"", ""석탄""]","[""タン""]","[""すみ""]","[""숯 탄""]",N3
勇,"[""용기"", ""용맹""]","[""ユウ""]","[""いさ(む)""]","[""날랠 용""]",N3
械,"[""기계"", ""도구""]","[""カイ""]",[],"[""기계 계""]",N3
湖,"[""호수""]","[""コ""]","[""みずうみ""]","[""호수 호""]",N3
虫,"[""벌레""]","[""チュウ""]","[""むし""]","[""벌레 충""]",N3
刷,"[""인쇄하다""]","[""サツ""]","[""す(る)""]","[""인쇄할 쇄""]",N3
湯,"[""뜨거운 물""]","[""トウ""]","[""ゆ""]","[""끓일 탕""]",N3
箱,"[""상자""]",[],"[""はこ""]","[""상자 상""]",N3
泣,"[""울다""]","[""キュウ""]","[""な(く)""]","[""울 읍""]",N3
孫,"[""손자"", ""후손""]","[""ソン""]","[""まご""]","[""손자 손""]",N3
毒,"[""독""]","[""ドク""]",[],"[""독 독""]",N3
氷,"[""얼음""]","[""ヒョウ""]","[""こおり、ひ""]","[""얼음 빙""]",N3
拾,"[""줍다""]","[""シュウ""]","[""ひろ(う)""]","[""주울 습""]",N3
粉,"[""가루""]","[""フン""]","[""こ、こな""]","[""가루 분""]",N3
糸,"[""실""]","[""シ""]","[""いと""]","[""실 사""]",N3
才,"[""재능""]","[""サイ""]",[],"[""재주 재""]",N3
灯,"[""등"", ""등잔""]","[""トウ""]","[""ひ""]","[""등잔 등""]",N3
麦,"[""보리""]","[""バク""]","[""むぎ""]","[""보리 맥""]",N3
鼻,"[""코""]","[""ビ""]","[""はな""]","[""코 비""]",N3
胃,"[""위(위장)""]","[""イ""]",[],"[""밥통 위""]",N3
貝,"[""조개""]",[],"[""かい""]","[""조개 패""]",N3
皿,"[""그릇"", ""접시""]",[],"[""さら""]","[""그릇 명""]",N3
同,"[""같다"", ""동일""]","[""ドウ""]","[""おな(じ)""]","[""한가지 동""]",N4
事,"[""일"", ""사항"", ""사건""]","[""ジ、ズ""]","[""こと""]","[""일 사""]",N4
自,"[""자신"", ""자기""]","[""ジ、シ""]","[""みずか(ら)""]","[""스스로 자""]",N4
民,"[""국민"", ""민족""]","[""ミン""]","[""たみ""]","[""백성 민""]",N4
発,"[""쏘다"", ""일으키다"", ""발생하다""]","[""ハツ、ホツ""]",[],"[""쏠 발""]",N4
者,"[""사람; 행동의 주체""]","[""シャ""]","[""もの""]","[""놈 자""]",N4
地,"[""땅"", ""대지""]","[""チ、ジ""]",[],"[""땅 지""]",N4
合,"[""합치다"", ""들어맞다""]","[""ゴウ、ガッ、カッ""]","[""あ(う)、あ(わす)、あ(わせる)""]","[""합할 합""]",N4
市,"[""시장(market)"", ""도시""]","[""シ""]","[""いち""]","[""저자 시""]",N4
業,"[""직업"", ""사업"", ""일""]","[""ギョウ、ゴウ""]","[""わざ""]","[""업 업""]",N4
方,"[""방향"", ""방법""]","[""ホウ""]","[""かた""]","[""모 방""]",N4
回,"[""돌다"", ""회전"", ""횟수""]","[""カイ、エ""]","[""まわ(る)、まわ(す)""]","[""돌 회""]",N4
場,"[""장소"", ""곳""]","[""ジョウ""]","[""ば""]","[""마당 장""]",N4
員,"[""인원"", ""점원""]","[""イン""]",[],"[""인원 원""]",N4
開,"[""열다""]","[""カイ""]","[""ひら(く)、ひら(ける)、あ(く)、あ(ける)""]","[""열 개""]",N4
力,"[""힘""]","[""リョク、リキ""]","[""ちから""]","[""힘 력(역)""]",N4
問,"[""묻다""]","[""モン""]","[""と(う)、と(い)、とん""]","[""물을 문""]",N4
代,"[""대신하다"", ""시대""]","[""ダイ、タイ""]","[""か(わる)、か(える)、よ、しろ""]","[""대신할 대""]",N4
明,"[""밝다""]","[""メイ、ミョウ""]","[""あ(かり)、あか(るい)、あか(るむ)、あか(らむ)、あき(らか)、あ(ける)、あ(く)、あ(くる)、あ(かす)""]","[""밝을 명""]",N4
動,"[""움직이다""]","[""ドウ""]","[""うご(く)、うご(かす)""]","[""움직일 동""]",N4
京,"[""수도""]","[""キョウ、ケイ""]",[],"[""서울 경""]",N4
通,"[""통하다"", ""지나가다""]","[""ツウ、ツ""]","[""とお(る)、とお(す)、かよ(う)""]","[""통할 통""]",N4
理,"[""이치"", ""진리"", ""논리""]","[""リ""]",[],"[""다스릴 리""]",N4
体,"[""몸""]","[""タイ、テイ""]","[""からだ""]","[""몸 체""]",N4
田,"[""밭""]","[""デン""]",[],"[""밭 전""]",N4
主,"[""주인""]","[""シュ、ス""]","[""ぬし、おも""]","[""주인 주""]",N4
題,"[""제목"", ""주제""]","[""ダイ""]",[],"[""제목 제""]",N4
首,"[""머리"", ""목""]","[""シュ""]","[""くび""]","[""머리 수""]",N4
意,"[""뜻"", ""생각""]","[""イ""]",[],"[""뜻 의""]",N4
不,"[""아니다"", ""부정""]","[""フ、ブ""]",[],"[""아닐 부(불)""]",N4
作,"[""만들다""]","[""サク、サ""]","[""つく(る)""]","[""지을 작""]",N4
用,"[""쓰다"", ""사용하다"", ""이용하다""]","[""ヨウ""]","[""もち(いる)""]","[""쓸 용""]",N4
度,"[""정도"", ""횟수"", ""제도""]","[""ド、ト、タク""]","[""たび""]","[""법도 도""]",N4
強,"[""강하다""]","[""キョウ、ゴウ""]","[""つよ(い)、つよ(まる)、つよ(める)、し(いる)""]","[""강할 강""]",N4
持,"[""가지다"", ""지니다""]","[""ジ""]","[""も(つ)""]","[""가질 지""]",N4
野,"[""들"", ""벌판""]","[""ヤ""]","[""の""]","[""들 야""]",N4
都,"[""대도시"", ""수도""]","[""ト、ツ""]","[""みやこ""]","[""도읍 도""]",N4
以,"[""~로써"", ""~부터""]","[""イ""]",[],"[""써 이""]",N4
思,"[""생각하다""]","[""シ""]","[""おも(う)""]","[""생각 사""]",N4
家,"[""집""]","[""カ、ケ""]","[""いえ、や""]","[""집 가""]",N4
世,"[""세상"", ""세계"", ""세대""]","[""セイ、セ""]","[""よ""]","[""세상 세""]",N4
区,"[""구역"", ""구획"", ""경계""]","[""ク""]",[],"[""구역 구""]",N4
県,"[""현(일본의 행정 구역)""]","[""ケン""]",[],"[""고을 현""]",N4
進,"[""나아가다"", ""올라가다""]","[""シン""]","[""すす(む)、すす(める)""]","[""나아갈 진""]",N4
正,"[""바르다""]","[""セイ、ショウ""]","[""ただ(しい)、ただ(す)、まさ""]","[""바를 정""]",N4
院,"[""관청/학교/병원 등 각종 기관""]","[""イン""]",[],"[""집 원""]",N4
心,"[""마음"", ""의식"", ""정신""]","[""シン""]","[""こころ""]","[""마음 심""]",N4
界,"[""경계"", ""범위 안""]","[""カイ""]",[],"[""지경 계""]",N4
産,"[""낳다"", ""생산하다""]","[""サン""]","[""う(む)、う(まれる)、うぶ""]","[""낳을 산""]",N4
教,"[""가르치다""]","[""キョウ""]","[""おし(える)、おそ(わる)""]","[""가르칠 교""]",N4
文,"[""문장"", ""문예"", ""글자""]","[""ブン、モン""]","[""ふみ""]","[""글월 문""]",N4
元,"[""근본"", ""근원"", ""으뜸""]","[""ゲン、ガン""]","[""もと""]","[""으뜸 원""]",N4
重,"[""무겁다"", ""겹치다""]","[""ジュウ、チョウ""]","[""え、おも(い)、かさ(ねる)、かさ(なる)""]","[""무거울 중""]",N4
近,"[""가깝다""]","[""キン""]","[""ちか(い)""]","[""가까울 근""]",N4
考,"[""생각하다"", ""깊이 헤아리다"", ""조사하다""]","[""コウ""]","[""かんが(える)""]","[""생각할 고""]",N4
画,"[""그림/획""]","[""ガ、カク""]",[],"[""그림 화/그을 획""]",N4
海,"[""바다""]","[""カイ""]","[""うみ""]","[""바다 해""]",N4
売,"[""팔다""]","[""バイ""]","[""う(る)、う(れる)""]","[""팔 매""]",N4
